selection,src,dst,pair,path
1,h4,h9,h4->h9,s6 -> s1 -> s7
2,h2,h11,h2->h11,s5 -> s2 -> s8
3,h3,h10,h3->h10,s5 -> s3 -> s8
4,h1,h12,h1->h12,s5 -> s4 -> s8
5,h2,h11,h2->h11,s5 -> s1 -> s8
6,h3,h10,h3->h10,s5 -> s8
7,h1,h12,h1->h12,s5 -> s2 -> s8
8,h4,h9,h4->h9,s6 -> s3 -> s7
9,h2,h11,h2->h11,s5 -> s4 -> s8
10,h3,h10,h3->h10,s5 -> s1 -> s8
11,h1,h12,h1->h12,s5 -> s3 -> s8
12,h4,h9,h4->h9,s6 -> s2 -> s7
13,h4,h9,h4->h9,s6 -> s4 -> s7
14,h1,h12,h1->h12,s5 -> s8
15,h2,h11,h2->h11,s5 -> s3 -> s8
16,h3,h10,h3->h10,s5 -> s2 -> s8
17,h2,h11,h2->h11,s5 -> s8
18,h1,h12,h1->h12,s5 -> s1 -> s8
19,h4,h9,h4->h9,s6 -> s7
20,h3,h10,h3->h10,s5 -> s4 -> s8
21,h1,h12,h1->h12,s5 -> s3 -> s8
22,h3,h10,h3->h10,s5 -> s2 -> s8
23,h2,h11,h2->h11,s5 -> s8
24,h4,h9,h4->h9,s6 -> s1 -> s7
25,h3,h10,h3->h10,s5 -> s1 -> s8
26,h1,h12,h1->h12,s5 -> s4 -> s8
27,h4,h9,h4->h9,s6 -> s3 -> s7
28,h2,h11,h2->h11,s5 -> s3 -> s8
29,h4,h9,h4->h9,s6 -> s2 -> s7
30,h3,h10,h3->h10,s5 -> s8
31,h2,h11,h2->h11,s5 -> s2 -> s8
32,h1,h12,h1->h12,s5 -> s1 -> s8
