selection,src,dst,pair,path
360,h2,h11,h2->h11,s5 -> s3 -> s8
361,h1,h12,h1->h12,s5 -> s1 -> s8
362,h4,h9,h4->h9,s6 -> s2 -> s7
363,h2,h11,h2->h11,s5 -> s3 -> s8
364,h1,h12,h1->h12,s5 -> s1 -> s8
365,h4,h9,h4->h9,s6 -> s3 -> s7
366,h2,h11,h2->h11,s5 -> s3 -> s8
367,h4,h9,h4->h9,s6 -> s1 -> s7
368,h1,h12,h1->h12,s5 -> s1 -> s8
369,h2,h11,h2->h11,s5 -> s3 -> s8
370,h4,h9,h4->h9,s6 -> s3 -> s7
371,h1,h12,h1->h12,s5 -> s1 -> s8
372,h2,h11,h2->h11,s5 -> s3 -> s8
373,h2,h11,h2->h11,s5 -> s3 -> s8
374,h4,h9,h4->h9,s6 -> s2 -> s7
375,h1,h12,h1->h12,s5 -> s1 -> s8
376,h4,h9,h4->h9,s6 -> s3 -> s7
377,h1,h12,h1->h12,s5 -> s1 -> s8
378,h2,h11,h2->h11,s5 -> s3 -> s8
379,h4,h9,h4->h9,s6 -> s2 -> s7
380,h2,h11,h2->h11,s5 -> s3 -> s8
381,h1,h12,h1->h12,s5 -> s1 -> s8
382,h1,h12,h1->h12,s5 -> s1 -> s8
383,h4,h9,h4->h9,s6 -> s1 -> s7
384,h2,h11,h2->h11,s5 -> s3 -> s8
385,h2,h11,h2->h11,s5 -> s1 -> s8
386,h4,h9,h4->h9,s6 -> s3 -> s7
387,h1,h12,h1->h12,s5 -> s3 -> s8
388,h1,h12,h1->h12,s5 -> s1 -> s8
389,h2,h11,h2->h11,s5 -> s3 -> s8
390,h4,h9,h4->h9,s6 -> s2 -> s7
391,h4,h9,h4->h9,s6 -> s3 -> s7
392,h2,h11,h2->h11,s5 -> s2 -> s8
393,h1,h12,h1->h12,s5 -> s1 -> s8
394,h2,h11,h2->h11,s5 -> s1 -> s8
395,h1,h12,h1->h12,s5 -> s3 -> s8
396,h4,h9,h4->h9,s6 -> s1 -> s7
397,h1,h12,h1->h12,s5 -> s1 -> s8
398,h4,h9,h4->h9,s6 -> s3 -> s7
399,h2,h11,h2->h11,s5 -> s3 -> s8
400,h1,h12,h1->h12,s5 -> s1 -> s8
401,h4,h9,h4->h9,s6 -> s1 -> s7
402,h2,h11,h2->h11,s5 -> s3 -> s8
403,h4,h9,h4->h9,s6 -> s2 -> s7
404,h2,h11,h2->h11,s5 -> s1 -> s8
405,h1,h12,h1->h12,s5 -> s3 -> s8
406,h1,h12,h1->h12,s5 -> s1 -> s8
407,h2,h11,h2->h11,s5 -> s3 -> s8
408,h4,h9,h4->h9,s6 -> s3 -> s7
409,h2,h11,h2->h11,s5 -> s2 -> s8
410,h4,h9,h4->h9,s6 -> s1 -> s7
411,h1,h12,h1->h12,s5 -> s3 -> s8
412,h1,h12,h1->h12,s5 -> s1 -> s8
413,h2,h11,h2->h11,s5 -> s1 -> s8
414,h4,h9,h4->h9,s6 -> s2 -> s7
415,h4,h9,h4->h9,s6 -> s3 -> s7
416,h1,h12,h1->h12,s5 -> s1 -> s8
417,h2,h11,h2->h11,s5 -> s3 -> s8
418,h4,h9,h4->h9,s6 -> s1 -> s7
419,h2,h11,h2->h11,s5 -> s3 -> s8
420,h1,h12,h1->h12,s5 -> s1 -> s8
421,h2,h11,h2->h11,s5 -> s1 -> s8
422,h1,h12,h1->h12,s5 -> s1 -> s8
423,h4,h9,h4->h9,s6 -> s2 -> s7
424,h1,h12,h1->h12,s5 -> s1 -> s8
425,h4,h9,h4->h9,s6 -> s3 -> s7
426,h2,h11,h2->h11,s5 -> s3 -> s8
427,h2,h11,h2->h11,s5 -> s2 -> s8
428,h1,h12,h1->h12,s5 -> s1 -> s8
429,h4,h9,h4->h9,s6 -> s2 -> s7
430,h1,h12,h1->h12,s5 -> s1 -> s8
431,h2,h11,h2->h11,s5 -> s3 -> s8
432,h4,h9,h4->h9,s6 -> s3 -> s7
433,h1,h12,h1->h12,s5 -> s1 -> s8
434,h4,h9,h4->h9,s6 -> s2 -> s7
435,h2,h11,h2->h11,s5 -> s3 -> s8
436,h2,h11,h2->h11,s5 -> s3 -> s8
437,h1,h12,h1->h12,s5 -> s1 -> s8
438,h4,h9,h4->h9,s6 -> s3 -> s7
439,h4,h9,h4->h9,s6 -> s2 -> s7
440,h1,h12,h1->h12,s5 -> s1 -> s8
441,h2,h11,h2->h11,s5 -> s3 -> s8
442,h2,h11,h2->h11,s5 -> s1 -> s8
443,h1,h12,h1->h12,s5 -> s3 -> s8
444,h4,h9,h4->h9,s6 -> s3 -> s7
445,h4,h9,h4->h9,s6 -> s2 -> s7
446,h1,h12,h1->h12,s5 -> s1 -> s8
447,h2,h11,h2->h11,s5 -> s3 -> s8
448,h4,h9,h4->h9,s6 -> s3 -> s7
449,h1,h12,h1->h12,s5 -> s1 -> s8
450,h2,h11,h2->h11,s5 -> s3 -> s8
451,h1,h12,h1->h12,s5 -> s1 -> s8
452,h4,h9,h4->h9,s6 -> s2 -> s7
453,h2,h11,h2->h11,s5 -> s3 -> s8
454,h1,h12,h1->h12,s5 -> s1 -> s8
455,h2,h11,h2->h11,s5 -> s2 -> s8
456,h4,h9,h4->h9,s6 -> s3 -> s7
457,h4,h9,h4->h9,s6 -> s1 -> s7
458,h2,h11,h2->h11,s5 -> s1 -> s8
459,h1,h12,h1->h12,s5 -> s3 -> s8
460,h4,h9,h4->h9,s6 -> s3 -> s7
461,h2,h11,h2->h11,s5 -> s3 -> s8
462,h1,h12,h1->h12,s5 -> s1 -> s8
463,h4,h9,h4->h9,s6 -> s2 -> s7
464,h2,h11,h2->h11,s5 -> s2 -> s8
465,h1,h12,h1->h12,s5 -> s3 -> s8
466,h2,h11,h2->h11,s5 -> s1 -> s8
467,h1,h12,h1->h12,s5 -> s1 -> s8
468,h4,h9,h4->h9,s6 -> s3 -> s7
469,h1,h12,h1->h12,s5 -> s1 -> s8
470,h4,h9,h4->h9,s6 -> s2 -> s7
471,h2,h11,h2->h11,s5 -> s3 -> s8
472,h1,h12,h1->h12,s5 -> s1 -> s8
473,h2,h11,h2->h11,s5 -> s2 -> s8
474,h4,h9,h4->h9,s6 -> s3 -> s7
475,h1,h12,h1->h12,s5 -> s1 -> s8
476,h4,h9,h4->h9,s6 -> s1 -> s7
477,h2,h11,h2->h11,s5 -> s3 -> s8
478,h1,h12,h1->h12,s5 -> s1 -> s8
479,h2,h11,h2->h11,s5 -> s3 -> s8
480,h4,h9,h4->h9,s6 -> s2 -> s7
481,h2,h11,h2->h11,s5 -> s2 -> s8
482,h1,h12,h1->h12,s5 -> s1 -> s8
483,h4,h9,h4->h9,s6 -> s3 -> s7
484,h1,h12,h1->h12,s5 -> s1 -> s8
485,h2,h11,h2->h11,s5 -> s3 -> s8
486,h4,h9,h4->h9,s6 -> s2 -> s7
487,h2,h11,h2->h11,s5 -> s3 -> s8
488,h1,h12,h1->h12,s5 -> s1 -> s8
489,h4,h9,h4->h9,s6 -> s3 -> s7
490,h4,h9,h4->h9,s6 -> s2 -> s7
491,h1,h12,h1->h12,s5 -> s1 -> s8
492,h2,h11,h2->h11,s5 -> s3 -> s8
493,h4,h9,h4->h9,s6 -> s3 -> s7
494,h2,h11,h2->h11,s5 -> s2 -> s8
495,h1,h12,h1->h12,s5 -> s1 -> s8
496,h1,h12,h1->h12,s5 -> s3 -> s8
497,h4,h9,h4->h9,s6 -> s2 -> s7
498,h2,h11,h2->h11,s5 -> s3 -> s8
499,h2,h11,h2->h11,s5 -> s3 -> s8
500,h4,h9,h4->h9,s6 -> s3 -> s7
501,h1,h12,h1->h12,s5 -> s1 -> s8
502,h4,h9,h4->h9,s6 -> s2 -> s7
503,h1,h12,h1->h12,s5 -> s1 -> s8
504,h2,h11,h2->h11,s5 -> s3 -> s8
505,h1,h12,h1->h12,s5 -> s1 -> s8
506,h2,h11,h2->h11,s5 -> s2 -> s8
507,h4,h9,h4->h9,s6 -> s3 -> s7
508,h2,h11,h2->h11,s5 -> s3 -> s8
509,h1,h12,h1->h12,s5 -> s1 -> s8
510,h4,h9,h4->h9,s6 -> s2 -> s7
511,h1,h12,h1->h12,s5 -> s1 -> s8
512,h4,h9,h4->h9,s6 -> s3 -> s7
513,h2,h11,h2->h11,s5 -> s3 -> s8
514,h2,h11,h2->h11,s5 -> s2 -> s8
515,h4,h9,h4->h9,s6 -> s2 -> s7
516,h1,h12,h1->h12,s5 -> s3 -> s8
517,h2,h11,h2->h11,s5 -> s3 -> s8
518,h4,h9,h4->h9,s6 -> s3 -> s7
519,h1,h12,h1->h12,s5 -> s1 -> s8
520,h4,h9,h4->h9,s6 -> s1 -> s7
521,h1,h12,h1->h12,s5 -> s2 -> s8
522,h2,h11,h2->h11,s5 -> s3 -> s8
523,h1,h12,h1->h12,s5 -> s1 -> s8
524,h2,h11,h2->h11,s5 -> s1 -> s8
525,h4,h9,h4->h9,s6 -> s2 -> s7
526,h1,h12,h1->h12,s5 -> s3 -> s8
527,h2,h11,h2->h11,s5 -> s3 -> s8
528,h4,h9,h4->h9,s6 -> s1 -> s7
529,h1,h12,h1->h12,s5 -> s1 -> s8
530,h4,h9,h4->h9,s6 -> s3 -> s7
531,h2,h11,h2->h11,s5 -> s3 -> s8
532,h1,h12,h1->h12,s5 -> s1 -> s8
533,h4,h9,h4->h9,s6 -> s2 -> s7
534,h2,h11,h2->h11,s5 -> s3 -> s8
535,h1,h12,h1->h12,s5 -> s1 -> s8
536,h4,h9,h4->h9,s6 -> s3 -> s7
537,h2,h11,h2->h11,s5 -> s3 -> s8
538,h4,h9,h4->h9,s6 -> s2 -> s7
539,h1,h12,h1->h12,s5 -> s1 -> s8
540,h2,h11,h2->h11,s5 -> s3 -> s8
541,h4,h9,h4->h9,s6 -> s3 -> s7
542,h1,h12,h1->h12,s5 -> s1 -> s8
543,h2,h11,h2->h11,s5 -> s3 -> s8
544,h4,h9,h4->h9,s6 -> s2 -> s7
545,h1,h12,h1->h12,s5 -> s1 -> s8
546,h2,h11,h2->h11,s5 -> s3 -> s8
547,h2,h11,h2->h11,s5 -> s2 -> s8
548,h1,h12,h1->h12,s5 -> s1 -> s8
549,h4,h9,h4->h9,s6 -> s3 -> s7
550,h4,h9,h4->h9,s6 -> s2 -> s7
551,h1,h12,h1->h12,s5 -> s1 -> s8
552,h2,h11,h2->h11,s5 -> s3 -> s8
553,h1,h12,h1->h12,s5 -> s1 -> s8
554,h2,h11,h2->h11,s5 -> s2 -> s8
555,h4,h9,h4->h9,s6 -> s3 -> s7
556,h4,h9,h4->h9,s6 -> s2 -> s7
557,h2,h11,h2->h11,s5 -> s2 -> s8
558,h1,h12,h1->h12,s5 -> s3 -> s8
559,h2,h11,h2->h11,s5 -> s1 -> s8
560,h1,h12,h1->h12,s5 -> s3 -> s8
561,h4,h9,h4->h9,s6 -> s7
562,h1,h12,h1->h12,s5 -> s1 -> s8
563,h4,h9,h4->h9,s6 -> s2 -> s7
564,h2,h11,h2->h11,s5 -> s3 -> s8
565,h4,h9,h4->h9,s6 -> s3 -> s7
566,h1,h12,h1->h12,s5 -> s2 -> s8
567,h2,h11,h2->h11,s5 -> s3 -> s8
568,h4,h9,h4->h9,s6 -> s2 -> s7
569,h2,h11,h2->h11,s5 -> s1 -> s8
570,h1,h12,h1->h12,s5 -> s3 -> s8
571,h2,h11,h2->h11,s5 -> s3 -> s8
572,h1,h12,h1->h12,s5 -> s1 -> s8
573,h4,h9,h4->h9,s6 -> s3 -> s7
574,h2,h11,h2->h11,s5 -> s2 -> s8
575,h4,h9,h4->h9,s6 -> s1 -> s7
576,h1,h12,h1->h12,s5 -> s3 -> s8
577,h4,h9,h4->h9,s6 -> s2 -> s7
578,h1,h12,h1->h12,s5 -> s1 -> s8
579,h2,h11,h2->h11,s5 -> s3 -> s8
580,h4,h9,h4->h9,s6 -> s3 -> s7
581,h2,h11,h2->h11,s5 -> s2 -> s8
582,h1,h12,h1->h12,s5 -> s3 -> s8
583,h2,h11,h2->h11,s5 -> s3 -> s8
584,h4,h9,h4->h9,s6 -> s2 -> s7
585,h1,h12,h1->h12,s5 -> s1 -> s8
586,h2,h11,h2->h11,s5 -> s2 -> s8
587,h4,h9,h4->h9,s6 -> s3 -> s7
588,h1,h12,h1->h12,s5 -> s1 -> s8
589,h4,h9,h4->h9,s6 -> s2 -> s7
590,h2,h11,h2->h11,s5 -> s1 -> s8
591,h1,h12,h1->h12,s5 -> s3 -> s8
592,h1,h12,h1->h12,s5 -> s2 -> s8
593,h2,h11,h2->h11,s5 -> s8
594,h4,h9,h4->h9,s6 -> s1 -> s7
595,h2,h11,h2->h11,s5 -> s1 -> s8
596,h1,h12,h1->h12,s5 -> s3 -> s8
597,h4,h9,h4->h9,s6 -> s3 -> s7
598,h1,h12,h1->h12,s5 -> s1 -> s8
599,h4,h9,h4->h9,s6 -> s2 -> s7
600,h2,h11,h2->h11,s5 -> s3 -> s8
601,h2,h11,h2->h11,s5 -> s2 -> s8
602,h1,h12,h1->h12,s5 -> s1 -> s8
603,h4,h9,h4->h9,s6 -> s3 -> s7
604,h1,h12,h1->h12,s5 -> s3 -> s8
605,h4,h9,h4->h9,s6 -> s2 -> s7
606,h2,h11,h2->h11,s5 -> s1 -> s8
607,h1,h12,h1->h12,s5 -> s1 -> s8
608,h2,h11,h2->h11,s5 -> s3 -> s8
609,h4,h9,h4->h9,s6 -> s3 -> s7
610,h4,h9,h4->h9,s6 -> s2 -> s7
611,h1,h12,h1->h12,s5 -> s1 -> s8
612,h2,h11,h2->h11,s5 -> s3 -> s8
613,h2,h11,h2->h11,s5 -> s2 -> s8
614,h4,h9,h4->h9,s6 -> s3 -> s7
615,h1,h12,h1->h12,s5 -> s1 -> s8
616,h2,h11,h2->h11,s5 -> s1 -> s8
617,h1,h12,h1->h12,s5 -> s3 -> s8
618,h4,h9,h4->h9,s6 -> s2 -> s7
619,h1,h12,h1->h12,s5 -> s1 -> s8
620,h2,h11,h2->h11,s5 -> s3 -> s8
621,h4,h9,h4->h9,s6 -> s3 -> s7
622,h1,h12,h1->h12,s5 -> s1 -> s8
623,h4,h9,h4->h9,s6 -> s2 -> s7
624,h2,h11,h2->h11,s5 -> s3 -> s8
625,h1,h12,h1->h12,s5 -> s2 -> s8
626,h4,h9,h4->h9,s6 -> s3 -> s7
627,h2,h11,h2->h11,s5 -> s3 -> s8
628,h4,h9,h4->h9,s6 -> s2 -> s7
629,h1,h12,h1->h12,s5 -> s1 -> s8
630,h2,h11,h2->h11,s5 -> s3 -> s8
631,h2,h11,h2->h11,s5 -> s2 -> s8
632,h4,h9,h4->h9,s6 -> s3 -> s7
633,h1,h12,h1->h12,s5 -> s1 -> s8
634,h2,h11,h2->h11,s5 -> s3 -> s8
635,h1,h12,h1->h12,s5 -> s1 -> s8
636,h4,h9,h4->h9,s6 -> s2 -> s7
637,h2,h11,h2->h11,s5 -> s2 -> s8
638,h1,h12,h1->h12,s5 -> s1 -> s8
639,h4,h9,h4->h9,s6 -> s3 -> s7
640,h1,h12,h1->h12,s5 -> s1 -> s8
641,h4,h9,h4->h9,s6 -> s2 -> s7
642,h2,h11,h2->h11,s5 -> s3 -> s8
643,h1,h12,h1->h12,s5 -> s1 -> s8
644,h2,h11,h2->h11,s5 -> s3 -> s8
645,h4,h9,h4->h9,s6 -> s3 -> s7
646,h4,h9,h4->h9,s6 -> s1 -> s7
647,h1,h12,h1->h12,s5 -> s1 -> s8
648,h2,h11,h2->h11,s5 -> s3 -> s8
649,h1,h12,h1->h12,s5 -> s1 -> s8
650,h2,h11,h2->h11,s5 -> s2 -> s8
651,h4,h9,h4->h9,s6 -> s2 -> s7
652,h1,h12,h1->h12,s5 -> s3 -> s8
653,h4,h9,h4->h9,s6 -> s3 -> s7
654,h2,h11,h2->h11,s5 -> s1 -> s8
655,h1,h12,h1->h12,s5 -> s1 -> s8
656,h4,h9,h4->h9,s6 -> s2 -> s7
657,h2,h11,h2->h11,s5 -> s3 -> s8
658,h2,h11,h2->h11,s5 -> s2 -> s8
659,h1,h12,h1->h12,s5 -> s1 -> s8
660,h4,h9,h4->h9,s6 -> s3 -> s7
661,h4,h9,h4->h9,s6 -> s2 -> s7
662,h1,h12,h1->h12,s5 -> s3 -> s8
663,h2,h11,h2->h11,s5 -> s3 -> s8
664,h1,h12,h1->h12,s5 -> s1 -> s8
665,h2,h11,h2->h11,s5 -> s3 -> s8
666,h4,h9,h4->h9,s6 -> s3 -> s7
667,h2,h11,h2->h11,s5 -> s2 -> s8
668,h1,h12,h1->h12,s5 -> s1 -> s8
669,h4,h9,h4->h9,s6 -> s2 -> s7
670,h4,h9,h4->h9,s6 -> s3 -> s7
671,h2,h11,h2->h11,s5 -> s1 -> s8
672,h1,h12,h1->h12,s5 -> s3 -> s8
673,h2,h11,h2->h11,s5 -> s2 -> s8
674,h4,h9,h4->h9,s6 -> s1 -> s7
675,h1,h12,h1->h12,s5 -> s3 -> s8
676,h1,h12,h1->h12,s5 -> s1 -> s8
677,h2,h11,h2->h11,s5 -> s2 -> s8
678,h4,h9,h4->h9,s6 -> s3 -> s7
679,h1,h12,h1->h12,s5 -> s3 -> s8
680,h2,h11,h2->h11,s5 -> s1 -> s8
681,h4,h9,h4->h9,s6 -> s2 -> s7
682,h2,h11,h2->h11,s5 -> s3 -> s8
683,h4,h9,h4->h9,s6 -> s3 -> s7
684,h1,h12,h1->h12,s5 -> s1 -> s8
685,h4,h9,h4->h9,s6 -> s2 -> s7
686,h1,h12,h1->h12,s5 -> s1 -> s8
687,h2,h11,h2->h11,s5 -> s3 -> s8
688,h4,h9,h4->h9,s6 -> s3 -> s7
689,h1,h12,h1->h12,s5 -> s1 -> s8
690,h2,h11,h2->h11,s5 -> s2 -> s8
691,h1,h12,h1->h12,s5 -> s1 -> s8
692,h2,h11,h2->h11,s5 -> s3 -> s8
693,h4,h9,h4->h9,s6 -> s2 -> s7
694,h2,h11,h2->h11,s5 -> s2 -> s8
695,h1,h12,h1->h12,s5 -> s1 -> s8
696,h4,h9,h4->h9,s6 -> s3 -> s7
697,h4,h9,h4->h9,s6 -> s2 -> s7
698,h2,h11,h2->h11,s5 -> s3 -> s8
699,h1,h12,h1->h12,s5 -> s1 -> s8
700,h4,h9,h4->h9,s6 -> s3 -> s7
701,h2,h11,h2->h11,s5 -> s2 -> s8
702,h1,h12,h1->h12,s5 -> s1 -> s8
703,h1,h12,h1->h12,s5 -> s3 -> s8
704,h2,h11,h2->h11,s5 -> s1 -> s8
705,h4,h9,h4->h9,s6 -> s2 -> s7
706,h1,h12,h1->h12,s5 -> s2 -> s8
707,h4,h9,h4->h9,s6 -> s3 -> s7
708,h2,h11,h2->h11,s5 -> s8
709,h2,h11,h2->h11,s5 -> s3 -> s8
710,h4,h9,h4->h9,s6 -> s1 -> s7
711,h1,h12,h1->h12,s5 -> s1 -> s8
712,h2,h11,h2->h11,s5 -> s2 -> s8
713,h1,h12,h1->h12,s5 -> s1 -> s8
714,h4,h9,h4->h9,s6 -> s3 -> s7
715,h4,h9,h4->h9,s6 -> s2 -> s7
716,h1,h12,h1->h12,s5 -> s3 -> s8
717,h2,h11,h2->h11,s5 -> s1 -> s8
718,h4,h9,h4->h9,s6 -> s3 -> s7
719,h1,h12,h1->h12,s5 -> s1 -> s8
720,h2,h11,h2->h11,s5 -> s3 -> s8
721,h1,h12,h1->h12,s5 -> s1 -> s8
722,h4,h9,h4->h9,s6 -> s2 -> s7
723,h2,h11,h2->h11,s5 -> s3 -> s8
724,h1,h12,h1->h12,s5 -> s1 -> s8
725,h4,h9,h4->h9,s6 -> s3 -> s7
726,h2,h11,h2->h11,s5 -> s3 -> s8
727,h4,h9,h4->h9,s6 -> s2 -> s7
728,h2,h11,h2->h11,s5 -> s2 -> s8
729,h1,h12,h1->h12,s5 -> s3 -> s8
730,h1,h12,h1->h12,s5 -> s1 -> s8
731,h2,h11,h2->h11,s5 -> s2 -> s8
732,h4,h9,h4->h9,s6 -> s3 -> s7
733,h1,h12,h1->h12,s5 -> s3 -> s8
734,h4,h9,h4->h9,s6 -> s2 -> s7
735,h2,h11,h2->h11,s5 -> s1 -> s8
736,h1,h12,h1->h12,s5 -> s1 -> s8
737,h2,h11,h2->h11,s5 -> s2 -> s8
738,h4,h9,h4->h9,s6 -> s3 -> s7
739,h4,h9,h4->h9,s6 -> s2 -> s7
740,h1,h12,h1->h12,s5 -> s3 -> s8
741,h2,h11,h2->h11,s5 -> s1 -> s8
742,h2,h11,h2->h11,s5 -> s3 -> s8
743,h4,h9,h4->h9,s6 -> s3 -> s7
744,h1,h12,h1->h12,s5 -> s1 -> s8
745,h4,h9,h4->h9,s6 -> s2 -> s7
746,h1,h12,h1->h12,s5 -> s1 -> s8
747,h2,h11,h2->h11,s5 -> s3 -> s8
748,h4,h9,h4->h9,s6 -> s3 -> s7
749,h2,h11,h2->h11,s5 -> s2 -> s8
750,h1,h12,h1->h12,s5 -> s3 -> s8
751,h2,h11,h2->h11,s5 -> s3 -> s8
752,h1,h12,h1->h12,s5 -> s1 -> s8
753,h4,h9,h4->h9,s6 -> s2 -> s7
754,h2,h11,h2->h11,s5 -> s2 -> s8
755,h4,h9,h4->h9,s6 -> s3 -> s7
756,h1,h12,h1->h12,s5 -> s3 -> s8
757,h4,h9,h4->h9,s6 -> s1 -> s7
758,h1,h12,h1->h12,s5 -> s1 -> s8
759,h2,h11,h2->h11,s5 -> s3 -> s8
